transaction_id,customer_id,transaction_date,amount
80,323,2024-10-31,45.75
81,195,2024-12-07,316.47
82,267,2024-03-01,156.15
83,13,2024-04-10,405.55
84,188,2024-12-27,201.01
85,493,2024-11-21,70.81
86,151,2024-07-29,50.77
87,247,2024-06-23,341.09
88,171,2024-05-14,222.41
89,322,2024-02-06,445.39
90,344,2025-01-08,222.26
91,63,2024-11-11,250.74
92,266,2024-11-18,58.39
93,372,2024-10-09,185.85
94,37,2024-07-13,140.59
95,489,2024-05-21,260.49
96,299,2024-10-20,196.21
97,364,2024-07-15,463.53
98,10,2024-11-17,356.26
99,178,2024-07-22,497.31
100,422,2024-05-26,369.21
101,353,2024-06-07,186.59
102,326,2024-05-29,82.44
103,424,2024-05-26,287.63
104,396,2024-04-01,455.31
105,392,2024-08-24,29.04
106,25,2024-10-16,462.08
107,100,2024-02-16,327.67
108,26,2025-01-01,178.62
109,458,2024-06-21,58.33
110,481,2024-02-07,70.45
111,417,2024-01-20,71.83
112,226,2024-08-05,60.77
113,80,2024-03-28,119.4
114,60,2024-10-28,105.12
115,240,2024-03-29,64.96
116,276,2024-12-05,223.81
117,276,2024-10-21,267.49
118,308,2024-05-10,27.64
119,478,2024-10-20,396.5
120,155,2024-08-24,402.79
121,109,2024-12-14,496.75
122,380,2024-04-10,486.44
123,389,2024-03-03,190.37
124,351,2024-09-14,72.69
125,295,2024-04-10,144.48
126,494,2024-03-21,78.12
127,112,2024-06-24,360.14
128,451,2024-09-13,457.98
129,268,2024-10-23,155.35
130,175,2024-03-01,284.8
131,415,2024-11-07,26.89
132,98,2024-08-19,31.58
133,124,2024-08-20,472.57
134,209,2024-09-16,266.2
135,201,2024-01-17,281.12
136,351,2024-11-30,460.29
137,478,2024-03-29,205.72
138,366,2024-05-15,470.11
139,153,2024-02-26,494.66
140,124,2024-09-22,470.66
141,167,2024-02-07,359.53
142,111,2024-08-11,371.97
143,48,2024-05-01,290.61
144,482,2024-02-19,34.16
145,174,2024-04-22,269.02
146,199,2024-05-11,272.18
147,158,2024-05-18,102.82
148,453,2024-03-14,137.18
149,98,2024-11-13,196.43
150,151,2024-12-06,336.23
151,161,2024-09-19,466.85
152,470,2024-07-12,216.55
153,93,2024-10-09,365.41
154,408,2024-02-13,480.06
155,424,2024-09-23,80.87
156,275,2024-09-14,183.11
157,40,2024-11-14,345.42
158,86,2024-03-27,443.62
159,262,2024-05-05,230.78
160,463,2024-10-06,88.39
161,464,2024-09-14,18.51
162,148,2024-06-20,357.44
163,55,2024-05-22,203.51
164,252,2024-08-09,442.13
165,221,2024-03-09,499.6
166,366,2024-11-10,171.29
167,112,2024-10-05,221.12
168,497,2024-03-28,293.11
169,110,2024-09-01,178.3
170,60,2024-12-04,156.25
171,497,2024-02-12,382.95
172,469,2024-07-17,359.33
173,397,2024-07-07,133.37
174,201,2024-07-13,92.04
175,69,2024-03-30,251.17
176,296,2024-04-18,11.91
177,315,2024-04-28,216.63
178,275,2024-03-22,452.64
179,225,2024-09-03,438.4
180,295,2024-03-14,448.48
181,302,2024-12-30,494.17
182,425,2024-10-27,322.53
183,16,2024-09-07,77.89
184,350,2024-10-15,475.18
185,178,2024-10-17,48.2
186,252,2024-10-28,329.19
187,99,2024-03-01,288.81
188,111,2025-01-11,243.62
189,304,2024-02-29,278.65
190,7,2024-02-04,356.19
191,203,2024-12-16,248.5
192,446,2024-12-14,282.99
193,89,2024-08-17,122.93
194,183,2024-05-28,193.01
195,498,2024-03-14,201.74
196,115,2024-04-18,417.82
197,185,2024-04-27,303.72
198,115,2024-04-02,269.38
199,342,2024-07-28,337.67
200,367,2024-02-16,49.53
201,380,2024-09-07,212.56
202,110,2024-06-25,474.47
203,27,2024-08-12,368.24
204,47,2024-04-24,496.33
205,115,2024-07-14,114.38
206,84,2024-11-27,343.11
207,232,2024-11-08,167.67
208,272,2024-11-13,336.08
209,268,2024-10-13,333.83
210,343,2024-03-23,39.67
211,397,2024-07-14,282.33
212,4,2024-09-27,170.65
213,352,2024-02-07,347.02
214,462,2024-10-03,498.18
215,465,2024-06-03,408.52
216,279,2024-10-01,203.45
217,457,2024-07-29,98.06
218,331,2024-01-26,166.81
219,48,2024-10-26,458.4
220,424,2024-11-16,433.06
221,211,2024-03-21,446.41
222,259,2024-04-16,336.99
223,159,2024-08-12,109.18
224,80,2024-11-10,86.99
225,381,2024-05-16,460.94
226,388,2024-11-18,446.26
227,96,2024-09-09,361.2
228,378,2024-06-05,392.9
229,18,2024-01-17,195.67
230,117,2024-11-21,448.92
231,94,2024-12-11,279.99
232,188,2024-12-31,60.76
233,315,2024-11-29,214.28
234,82,2024-06-03,82.87
235,334,2024-10-04,283.64
236,45,2024-04-15,39.86
237,190,2024-06-10,369.91
238,94,2024-03-30,51.57
239,86,2024-11-14,459.52
240,341,2024-08-26,254.57
241,345,2025-01-12,243.63
242,339,2025-01-09,179.32
243,118,2024-07-17,23.1
244,79,2024-08-25,271.35
245,244,2024-03-01,423.96
246,295,2024-09-19,258.41
247,46,2024-10-10,194.25
248,272,2024-10-21,455.4
249,224,2024-03-10,251.41
250,356,2024-09-28,60.65
251,304,2024-07-09,161.04
252,324,2024-08-10,392.57
253,242,2024-02-24,60.93
254,129,2024-12-11,456.12
255,34,2024-09-03,96.06
256,31,2024-05-22,85.72
257,239,2024-12-11,184.15
258,154,2024-06-15,37.01
259,123,2024-02-25,316.52
260,426,2024-04-04,206.2
261,24,2024-03-15,486.2
262,465,2024-03-23,98.41
263,363,2024-07-30,69.12
264,408,2024-01-26,252.78
265,257,2025-01-11,266.29
266,14,2024-05-28,360.67
267,18,2024-12-30,22.2
268,468,2024-12-08,280.7
269,189,2024-03-28,429.29
270,319,2024-05-30,293.56
271,323,2024-01-20,143.89
272,432,2024-10-06,385.69
273,463,2024-11-14,107.82
274,394,2024-08-27,154.06
275,171,2024-08-27,107.71
276,287,2024-08-21,252.54
277,163,2024-08-14,498.34
278,57,2024-12-15,95.4
279,370,2024-05-22,197.67
280,300,2024-07-06,381.71
281,60,2024-07-28,86.29
282,386,2024-10-11,160.33
283,359,2024-08-10,406.08
284,36,2024-10-13,90.29
285,51,2024-02-06,145.54
286,416,2024-10-17,197.11
287,436,2024-04-10,179.65
288,452,2024-06-04,73.25
289,314,2024-07-19,122.45
290,319,2025-01-12,448.26
291,252,2024-12-15,302.91
292,432,2024-02-05,471.01
293,429,2024-10-26,228.46
294,105,2024-08-13,91.41
295,365,2024-09-24,391.59
296,152,2024-04-30,478.73
297,212,2024-09-19,376.14
298,82,2024-07-24,436.99
299,339,2025-01-14,298.42
300,52,2024-06-19,295.66
301,76,2024-10-07,277.66
302,19,2024-11-16,412.11
303,272,2024-10-30,344.81
304,282,2024-02-11,339.13
305,478,2024-08-31,401.38
306,396,2024-09-17,449.32
307,20,2024-12-24,278.42
308,293,2024-06-22,127.59
309,455,2024-06-05,312.15
310,289,2024-06-03,405.53
311,375,2024-02-16,468.04
312,478,2024-10-17,450.67
313,440,2024-06-06,250.04
314,226,2024-03-03,388.65
315,114,2024-05-01,400.63
316,441,2024-09-11,56.54
317,98,2024-05-09,265.7
318,234,2024-05-10,17.43
319,73,2024-10-16,220.78
320,217,2024-05-23,71.79
321,22,2024-04-03,436.71
322,204,2024-02-23,204.81
323,294,2024-04-25,316.26
324,143,2024-08-04,316.84
325,112,2024-09-09,467.89
326,153,2024-12-14,236.29
327,53,2024-09-03,75.02
328,115,2024-12-27,470.16
329,288,2024-07-13,350.85
330,15,2024-07-12,199.93
331,100,2024-09-20,184.17
332,210,2024-11-01,92.91
333,294,2024-04-05,92.78
334,487,2024-10-03,245.87
335,411,2024-12-22,402.45
336,387,2024-09-12,434.08
337,36,2024-07-25,482.77
338,133,2024-02-23,58.9
339,370,2024-03-16,216.47
340,51,2024-01-17,362.65
341,429,2025-01-05,312.25
342,107,2024-06-26,440.84
343,405,2024-07-28,214.85
344,50,2024-02-20,342.67
345,204,2024-02-06,135.7
346,116,2024-02-07,308.17
347,490,2024-05-07,385.83
348,60,2024-10-21,332.55
349,257,2024-04-03,78.32
350,304,2024-05-30,286.8
351,177,2024-06-02,27.15
352,127,2024-01-25,214.16
353,296,2024-06-29,445.95
354,495,2024-11-15,154.21
355,320,2024-04-17,354.49
356,374,2024-11-12,490.61
357,266,2024-10-07,183.51
358,127,2024-08-12,205.13
359,56,2024-02-03,358.58
360,463,2024-10-14,107.0
361,240,2024-02-08,496.55
362,284,2024-05-23,251.31
363,269,2024-10-21,432.8
364,77,2024-12-27,122.9
365,127,2024-07-14,57.11
366,21,2024-07-05,222.39
367,127,2024-06-18,113.57
368,435,2024-01-30,302.42
369,100,2024-06-10,234.13
370,495,2024-02-11,45.14
371,399,2024-05-20,273.34
372,237,2024-09-08,214.37
373,199,2024-10-10,123.72
374,375,2024-07-06,118.67
375,12,2024-10-30,160.55
376,328,2025-01-05,482.69
377,161,2024-11-20,347.35
378,386,2024-09-27,335.4
379,221,2024-07-22,77.33
380,276,2024-11-18,162.75
381,66,2024-06-07,15.5
382,33,2024-05-20,300.67
383,35,2024-10-01,372.28
384,34,2024-01-16,377.34
385,245,2024-06-26,248.02
386,486,2024-06-17,131.38
387,126,2024-06-14,125.07
388,253,2024-04-01,386.57
389,136,2024-04-09,145.8
390,126,2024-07-23,392.71
391,396,2024-10-08,105.39
392,498,2024-12-02,223.05
393,440,2024-09-04,292.96
394,71,2024-03-14,287.04
395,164,2024-04-01,278.12
396,332,2024-10-11,163.55
397,184,2024-11-28,34.63
398,485,2024-12-05,88.52
399,462,2024-10-14,307.09
400,196,2024-02-29,59.44
401,286,2024-04-20,411.88
402,215,2024-10-10,223.01
403,363,2024-06-05,470.13
404,120,2024-07-30,476.37
405,251,2024-01-19,433.99
406,248,2024-03-20,224.82
407,434,2024-06-23,320.97
408,434,2024-09-06,95.32
409,356,2024-03-24,305.7
410,25,2024-05-10,92.69
411,133,2024-09-18,333.68
412,234,2024-08-21,142.52
413,353,2024-07-21,315.82
414,99,2024-02-10,55.92
415,46,2024-06-18,340.2
416,396,2024-03-17,54.62
417,445,2024-12-10,439.34
418,310,2024-01-15,173.33
419,213,2024-02-03,452.41
420,307,2024-04-12,378.83
421,491,2024-12-06,328.42
422,485,2024-03-22,370.09
423,408,2024-02-24,195.86
424,323,2024-04-15,86.28
425,432,2024-04-13,343.76
426,372,2024-08-08,54.8
427,66,2024-11-16,497.48
428,92,2024-02-08,340.27
429,359,2024-08-23,84.58
430,314,2025-01-06,134.41
431,322,2024-12-27,333.6
432,55,2024-01-27,60.6
433,444,2024-04-09,237.1
434,146,2024-11-01,48.18
435,53,2024-05-16,482.18
436,144,2024-08-04,98.1
437,25,2024-09-22,399.94
438,454,2024-11-13,436.5
439,132,2024-03-05,96.55
440,78,2024-02-16,266.79
441,437,2024-02-19,161.51
442,447,2024-06-22,267.38
443,498,2024-08-08,228.7
444,436,2024-10-20,131.12
445,306,2024-08-27,173.88
446,11,2024-03-10,61.66
447,459,2024-09-23,152.45
448,254,2024-12-18,226.74
449,385,2024-05-02,216.63
450,462,2024-12-11,125.01
451,35,2024-04-09,315.41
452,182,2024-08-21,323.6
453,430,2025-01-05,317.96
454,392,2024-10-13,467.36
455,210,2024-09-08,270.02
456,44,2024-11-29,386.04
457,129,2024-02-03,302.21
458,159,2024-03-02,187.06
459,340,2025-01-03,483.58
460,120,2024-08-13,117.25
461,73,2024-11-19,252.19
462,171,2024-08-06,21.23
463,425,2024-10-04,211.13
464,310,2025-01-13,330.18
465,371,2024-07-19,102.54
466,265,2024-07-23,331.35
467,389,2024-12-02,329.73
468,322,2024-04-28,183.23
469,465,2024-05-29,184.82
470,326,2024-05-12,44.89
471,444,2024-11-28,56.54
472,247,2024-10-31,190.28
473,8,2025-01-09,345.86
474,225,2024-03-02,313.66
475,422,2024-07-16,329.69
476,16,2024-11-06,53.19
477,122,2024-06-07,189.78
478,216,2024-02-20,386.14
479,180,2024-04-18,108.22
480,234,2024-07-08,323.03
481,72,2024-02-01,377.91
482,48,2024-06-04,418.05
483,249,2024-11-29,67.54
484,280,2024-02-27,472.07
485,195,2024-12-12,497.29
486,394,2024-09-19,141.25
487,495,2024-07-18,324.7
488,282,2025-01-07,326.88
489,102,2024-01-24,46.31
490,78,2024-07-10,397.49
491,238,2024-10-29,278.12
492,446,2024-04-21,258.88
493,393,2024-12-12,192.18
494,407,2024-06-18,489.76
495,482,2024-05-05,346.08
496,36,2024-04-14,119.61
497,497,2024-06-23,358.75
498,135,2024-03-27,78.49
499,376,2024-11-22,46.03
500,346,2024-06-27,207.98
501,254,2024-02-13,317.47
502,448,2024-03-20,80.7
503,132,2024-02-09,263.31
504,458,2024-08-10,138.43
505,147,2024-02-12,252.14
506,112,2024-02-05,96.0
507,488,2024-11-26,301.65
508,283,2024-09-14,123.93
509,104,2024-09-19,206.42
510,257,2024-10-17,452.13
511,159,2024-12-26,118.86
512,447,2024-11-02,259.68
513,463,2024-01-15,125.17
514,281,2024-05-12,498.21
515,372,2024-05-24,442.41
516,465,2024-01-29,75.82
517,424,2024-08-17,218.47
518,259,2024-07-25,200.81
519,407,2024-02-16,427.03
520,46,2024-03-15,342.02
521,410,2024-03-21,432.9
522,480,2024-12-13,405.12
523,81,2024-08-15,408.5
524,173,2024-05-11,49.08
525,200,2024-03-19,476.59
526,264,2024-06-13,479.12
527,249,2024-04-14,326.54
528,463,2024-07-27,97.58
529,109,2024-06-08,25.3
530,419,2024-11-13,56.96
531,447,2024-04-02,42.61
532,73,2024-12-25,30.75
533,220,2024-04-11,55.56
534,346,2024-10-05,109.36
535,133,2024-06-26,457.96
536,13,2024-09-03,366.63
537,97,2024-07-29,493.35
538,434,2024-04-17,373.57
539,441,2024-09-21,110.01
540,336,2024-02-24,254.52
541,4,2024-12-25,328.98
542,402,2024-05-17,22.03
543,437,2024-07-09,455.33
544,269,2024-10-01,47.94
545,146,2024-01-15,138.84
546,472,2024-11-12,151.72
547,159,2024-11-18,264.04
548,74,2024-03-05,43.73
549,20,2024-07-24,127.28
550,379,2024-12-18,206.75
551,332,2024-02-19,152.54
552,151,2024-07-25,64.88
553,208,2024-06-26,361.46
554,244,2024-10-10,463.07
555,302,2024-12-14,156.41
556,190,2024-02-21,347.82
557,393,2024-09-17,180.55
558,94,2024-03-01,436.21
559,42,2024-06-07,265.17
560,358,2024-10-29,277.45
561,376,2024-11-30,272.89
562,86,2024-05-26,82.93
563,291,2024-04-04,345.43
564,473,2024-01-15,34.19
565,279,2024-09-02,247.14
566,488,2024-01-29,110.82
567,228,2024-07-03,497.4
568,370,2024-03-14,86.75
569,288,2024-10-04,470.97
570,53,2024-06-01,182.72
571,401,2024-02-19,140.66
572,417,2024-06-23,53.11
573,36,2025-01-09,292.94
574,282,2024-03-19,83.78
575,455,2024-03-01,273.82
576,62,2024-11-11,490.36
577,486,2024-08-02,228.74
578,480,2024-08-26,187.54
579,321,2024-11-26,90.61
580,486,2024-02-09,98.49
581,415,2024-06-03,82.42
582,20,2024-12-30,107.75
583,262,2024-06-14,129.49
584,232,2024-01-18,103.21
585,335,2024-09-13,17.8
586,255,2024-10-31,498.46
587,268,2024-12-03,404.23
588,430,2025-01-09,431.57
589,192,2024-02-16,131.77
590,407,2024-04-14,68.82
591,459,2024-04-25,51.73
592,75,2024-08-13,247.8
593,64,2024-07-12,41.32
594,184,2024-09-01,422.25
595,74,2024-08-29,485.25
596,262,2024-12-12,467.62
597,399,2024-11-23,37.61
598,421,2024-08-07,274.33
599,488,2024-12-04,286.91
600,406,2024-06-18,357.09
601,448,2024-03-31,102.08
602,127,2024-11-25,117.31
603,138,2024-08-23,283.11
604,13,2024-03-08,53.12
605,256,2024-02-06,345.74
606,168,2024-07-09,110.18
607,124,2024-10-06,126.85
608,30,2024-08-19,264.54
609,449,2025-01-14,128.28
610,439,2024-05-25,382.11
611,359,2024-08-06,305.51
612,394,2024-06-29,488.28
613,87,2024-03-25,53.46
614,117,2024-02-23,87.63
615,150,2024-08-04,56.84
616,225,2024-01-15,120.73
617,312,2024-06-18,449.7
618,396,2024-06-30,260.83
619,404,2024-02-29,454.97
620,276,2024-01-29,152.58
621,238,2024-09-14,107.28
622,1,2024-10-01,106.12
623,194,2024-01-21,33.86
624,307,2024-07-01,390.0
625,142,2024-11-09,388.02
626,83,2024-05-16,208.52
627,369,2024-11-21,184.51
628,14,2024-01-31,231.21
629,233,2024-05-11,467.48
630,403,2024-03-07,455.22
631,458,2024-10-24,34.66
632,41,2024-04-13,183.4
633,152,2024-12-22,252.07
634,446,2024-04-22,203.97
635,111,2024-01-23,444.18
636,259,2024-11-05,177.53
637,229,2024-12-13,341.61
638,43,2024-06-13,412.81
639,118,2024-05-17,93.53
640,475,2024-06-13,131.27
641,341,2024-12-23,123.2
642,14,2024-04-02,453.5
643,225,2024-12-01,473.08
644,317,2024-07-16,213.4
645,340,2024-02-26,246.72
646,395,2024-08-31,260.3
647,396,2024-06-14,259.66
648,96,2024-12-04,375.16
649,24,2024-01-26,204.57
650,119,2024-07-11,68.93
651,83,2024-10-14,171.25
652,433,2024-06-13,163.3
653,414,2024-04-04,285.07
654,260,2024-01-17,459.85
655,299,2024-07-12,304.88
656,278,2024-10-12,444.23
657,164,2024-04-15,400.91
658,318,2024-05-25,69.28
659,399,2024-11-14,187.16
660,169,2024-10-03,442.26
661,322,2024-09-17,492.6
662,224,2024-04-29,462.28
663,84,2024-09-29,184.73
664,433,2024-06-17,436.56
665,92,2024-09-26,182.03
666,121,2024-12-06,145.79
667,134,2024-01-31,12.67
668,283,2024-06-06,122.93
669,112,2024-11-18,481.17
670,475,2024-07-15,491.73
671,55,2024-07-16,265.53
672,209,2024-09-09,88.81
673,344,2024-11-21,276.93
674,67,2024-01-22,170.75
675,36,2024-03-15,274.44
676,225,2024-06-26,63.48
677,309,2024-03-24,175.39
678,112,2024-03-09,96.59
679,500,2024-02-18,255.1
680,428,2024-05-17,191.12
681,134,2024-11-25,316.81
682,437,2024-06-08,51.38
683,288,2024-04-12,454.34
684,438,2024-09-09,149.86
685,324,2024-04-21,76.22
686,306,2024-05-14,374.95
687,86,2024-02-12,458.31
688,155,2024-08-31,199.45
689,164,2024-07-15,431.09
690,280,2024-05-27,50.88
691,58,2024-09-18,456.83
692,492,2024-05-29,448.23
693,365,2024-08-27,291.93
694,203,2024-05-22,219.72
695,243,2025-01-06,410.87
696,83,2024-02-25,143.97
697,44,2024-05-17,175.36
698,118,2024-07-02,238.44
699,357,2024-10-05,236.5
700,79,2024-05-23,37.51
701,193,2024-09-08,333.01
702,389,2024-09-28,100.65
703,171,2024-06-12,435.46
704,495,2024-01-29,79.48
705,140,2024-09-12,48.63
706,91,2024-07-26,101.45
707,47,2024-10-22,326.03
708,155,2024-10-12,124.17
709,307,2024-08-24,397.83
710,236,2024-09-29,36.06
711,271,2024-03-01,398.8
712,145,2024-01-27,157.94
713,233,2024-04-06,47.57
714,56,2024-12-30,280.69
715,74,2024-05-17,15.56
716,255,2024-11-17,112.63
717,306,2024-12-22,280.51
718,479,2024-06-26,95.63
719,189,2024-07-27,128.98
720,21,2024-08-11,180.03
721,268,2024-01-30,192.98
722,378,2024-10-16,373.22
723,185,2024-11-11,250.82
724,387,2024-05-28,183.23
725,171,2025-01-04,345.02
726,256,2024-05-01,496.47
727,372,2024-02-24,355.87
728,244,2024-05-12,177.33
729,186,2024-10-07,19.81
730,275,2024-03-10,456.58
731,381,2024-03-06,56.25
732,79,2024-01-15,268.83
733,39,2024-07-29,492.11
734,36,2024-09-26,193.33
735,454,2024-06-02,291.27
736,303,2024-04-16,282.02
737,420,2024-06-04,432.04
738,248,2025-01-08,392.01
739,26,2024-12-09,48.09
740,448,2024-02-05,374.67
741,334,2024-09-12,270.46
742,105,2024-10-04,428.6
743,264,2024-05-13,182.93
744,346,2024-02-25,439.08
745,173,2024-06-20,69.55
746,224,2024-12-13,354.99
747,132,2024-06-28,193.3
748,133,2024-04-10,237.38
749,389,2024-10-14,263.43
750,16,2024-08-25,134.93
751,84,2024-06-01,254.4
752,202,2024-04-21,115.78
753,246,2024-05-31,465.86
754,121,2024-12-09,318.57
755,495,2024-11-27,147.7
756,82,2024-07-06,295.54
757,251,2024-07-26,201.31
758,302,2024-06-02,438.74
759,211,2024-04-22,471.73
760,255,2024-03-24,236.09
761,474,2024-01-18,133.64
762,261,2024-11-17,464.01
763,76,2024-11-28,444.19
764,484,2024-03-25,487.47
765,82,2024-04-08,35.7
766,487,2024-03-19,133.65
767,325,2024-12-13,166.25
768,483,2024-11-24,79.94
769,270,2024-06-26,449.62
770,271,2024-05-11,122.61
771,430,2024-03-23,222.71
772,416,2024-10-29,323.51
773,344,2024-05-24,36.23
774,35,2024-02-20,396.05
775,135,2024-04-25,137.15
776,307,2024-04-26,364.08
777,147,2024-05-02,331.46
778,4,2024-11-08,66.05
779,187,2024-11-28,210.74
780,197,2024-10-13,185.27
781,281,2024-02-20,451.64
782,103,2024-09-27,431.38
783,114,2024-07-04,282.49
784,130,2024-07-13,286.88
785,332,2024-03-29,93.5
786,266,2024-06-05,362.75
787,161,2024-08-14,20.45
788,199,2024-05-13,449.51
789,72,2025-01-12,122.7
790,158,2024-12-22,489.28
791,419,2024-10-03,151.0
792,79,2025-01-10,199.69
793,67,2024-05-15,350.1
794,4,2024-07-21,428.71
795,380,2024-05-18,181.61
796,483,2024-06-01,469.84
797,362,2024-06-21,370.6
798,381,2024-05-28,170.43
799,138,2024-01-27,478.81
800,313,2024-05-22,171.53
801,456,2024-11-28,198.98
802,242,2024-11-05,430.84
803,322,2024-05-13,265.18
804,423,2025-01-03,315.1
805,131,2024-09-15,489.91
806,478,2024-04-19,51.08
807,159,2024-08-23,459.6
808,138,2024-04-21,14.67
809,463,2024-01-19,382.1
810,138,2024-08-01,157.93
811,18,2024-02-06,245.87
812,148,2024-04-02,403.86
813,206,2025-01-09,402.41
814,312,2024-12-04,51.82
815,426,2025-01-13,279.63
816,421,2024-09-28,130.12
817,70,2024-03-26,290.69
818,430,2024-10-11,38.05
819,272,2024-07-22,241.09
820,150,2024-04-09,48.41
821,10,2024-02-26,204.59
822,94,2024-09-16,14.84
823,396,2024-09-29,153.24
824,357,2024-11-10,191.98
825,469,2024-09-30,219.88
826,12,2024-02-14,147.24
827,239,2024-07-03,385.19
828,425,2024-07-30,71.97
829,469,2024-02-12,349.77
830,278,2024-07-31,468.14
831,302,2024-12-06,204.26
832,162,2024-08-15,195.44
833,353,2024-05-05,11.41
834,57,2024-01-21,451.33
835,14,2024-08-20,277.51
836,358,2024-03-05,460.24
837,150,2024-11-28,93.36
838,374,2024-02-12,57.17
839,202,2024-04-14,361.01
840,492,2024-08-31,77.06
841,489,2024-12-31,177.18
842,184,2024-02-15,277.57
843,149,2024-10-05,125.23
844,152,2024-04-01,320.08
845,375,2024-09-26,184.18
846,285,2024-06-14,479.09
847,135,2024-09-13,272.32
848,223,2024-09-24,299.31
849,383,2024-05-20,369.04
850,122,2024-02-07,228.92
851,391,2024-10-16,375.54
852,388,2024-09-26,301.33
853,375,2024-12-11,228.26
854,296,2024-06-27,402.0
855,218,2024-07-02,396.97
856,139,2024-01-30,328.7
857,414,2024-04-21,334.74
858,314,2024-02-06,315.07
859,425,2024-04-30,331.76
860,365,2024-04-02,59.4
861,370,2024-10-25,149.55
862,218,2024-08-07,380.66
863,157,2024-07-25,90.49
864,431,2024-12-07,257.05
865,351,2024-08-16,106.36
866,296,2024-04-21,107.11
867,481,2024-02-20,221.88
868,51,2024-02-25,332.15
869,7,2024-03-29,132.37
870,57,2024-04-22,477.1
871,6,2024-05-24,375.28
872,177,2024-03-23,317.3
873,224,2024-02-23,315.98
874,56,2024-02-03,482.13
875,379,2024-03-25,449.22
876,82,2024-05-15,225.35
877,369,2024-03-17,254.71
878,30,2024-02-25,222.11
879,63,2024-11-20,235.41
880,291,2024-04-14,370.95
881,438,2024-04-07,358.55
882,51,2024-07-23,476.15
883,387,2024-01-28,283.38
884,54,2024-10-21,475.76
885,87,2024-01-21,101.44
886,211,2024-07-09,201.59
887,109,2024-07-19,451.07
888,352,2024-05-28,343.62
889,433,2024-05-08,394.39
890,110,2024-04-19,284.53
891,231,2024-07-11,444.07
892,351,2024-12-19,481.94
893,89,2024-08-09,394.85
894,40,2024-06-28,110.76
895,429,2024-09-27,443.44
896,16,2024-10-18,203.32
897,492,2024-08-27,196.05
898,298,2024-08-14,224.78
899,131,2024-08-21,437.77
900,239,2024-10-14,49.88
901,342,2024-04-25,54.13
902,368,2024-08-30,373.13
903,159,2024-09-08,276.66
904,158,2024-11-18,378.21
905,89,2024-05-21,437.78
906,253,2024-12-02,428.84
907,115,2024-05-15,114.73
908,247,2024-06-01,172.05
909,150,2024-12-21,20.15
910,160,2024-06-02,120.36
911,28,2024-04-07,152.63
912,437,2024-07-22,218.63
913,314,2024-12-01,479.99
914,242,2024-02-11,86.1
915,497,2024-06-25,165.05
916,336,2024-07-07,492.12
917,118,2024-06-06,384.96
918,450,2024-06-23,296.71
919,249,2024-05-24,205.33
920,303,2024-01-20,45.37
921,427,2024-02-23,161.19
922,163,2024-11-26,482.8
923,336,2024-06-11,301.94
924,483,2024-06-30,222.42
925,77,2024-01-31,297.03
926,15,2024-02-12,423.83
927,418,2024-10-16,304.14
928,488,2024-01-27,465.56
929,274,2024-05-03,102.27
930,430,2025-01-06,80.28
